text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
"""Friendly colleagues, good in house facilities like gym, basketball and table tennis court Can be very hectic and need immediate response at times""",['Global Sentiment'],['Neutral'],[0.8329706192016602],"[array([0.00361053, 0.8329706 , 0.16341886], dtype=float32)]",['-100'],[''],1.0476285219192505,Neutral
A good place to learn as an entry-level Engineer Director does not care about employees,['Global Sentiment'],['Positive'],[0.9444021582603455],"[array([0.0018932 , 0.05370465, 0.94440216], dtype=float32)]",['-100'],[''],1.0476030111312866,Positive
Excellent Friendly nature Good technical exposure Supporting team Good pay Excellent Very very fast Time line Crowded  Many vendor engineers,['Global Sentiment'],['Positive'],[0.997534990310669],"[array([8.3322963e-04, 1.6317796e-03, 9.9753499e-01], dtype=float32)]",['-100'],[''],1.0476363897323608,Positive
Great place to work for. Not much to say negative,['Global Sentiment'],['Positive'],[0.9618763327598572],"[array([0.00292857, 0.03519516, 0.96187633], dtype=float32)]",['-100'],[''],1.0475928783416748,Positive
Good pay and benefits. Subsidised meals 24/7 standby Draining as tools always down due to cost cutting alot of parts being reused. Poor work quality Keeps on tightening budget till quality is affected.,['Global Sentiment'],['Positive'],[0.795357882976532],"[array([0.03797743, 0.16666467, 0.7953579 ], dtype=float32)]",['-100'],[''],1.0475987195968628,Positive
Interesting work. Good team. Scope of development is good. Hierarchical structure. Promotions are difficult.,['Global Sentiment'],['Positive'],[0.9945019483566284],"[array([0.00099565, 0.00450244, 0.99450195], dtype=float32)]",['-100'],[''],1.0477030277252197,Positive
Good benefits and have great work-life balance Professional growth seems to be a little hard,['Global Sentiment'],['Positive'],[0.7804508209228516],"[array([0.01655416, 0.20299502, 0.7804508 ], dtype=float32)]",['-100'],[''],1.0476607084274292,Positive
Great culture and management. Fast learning curve. Teamwork and collaboration. Great compensation. High workload. Distance from city.,['Global Sentiment'],['Positive'],[0.7457804083824158],"[array([0.00680682, 0.24741279, 0.7457804 ], dtype=float32)]",['-100'],[''],1.0476093292236328,Positive
1.Good pay 2.Good benefits 3.Stocks 4.bonus 5.free food 1.Poor Managers  2. Worst work culture  3. No growth 4. Mangers refers and hire their friends and family friends ever after rejected.,['Global Sentiment'],['Neutral'],[0.7230311036109924],"[array([0.07461819, 0.7230311 , 0.20235068], dtype=float32)]",['-100'],[''],1.0475972890853882,Neutral
Gud culture as work wise you will get good work Money wise it is not that much gud,['Global Sentiment'],['Neutral'],[0.6885677576065063],"[array([0.01027017, 0.68856776, 0.3011621 ], dtype=float32)]",['-100'],[''],1.0476233959197998,Neutral
"""Good Technical Opportunity  Strongly motivated Micromanagement, pay, no skillset development, bas culture and values""",['Global Sentiment'],['Neutral'],[0.5727923512458801],"[array([0.0121452 , 0.57279235, 0.41506246], dtype=float32)]",['-100'],[''],1.047661304473877,Neutral
"""Micon has a generous amount of vacation days. Free holiday meals. Friendly coworkers, That's about it. Annual layoffs despite record profits. Job insecurity due to yearly layoffs, even when the company reports large profits.  Incompetent managers. Ageing managers are usually less skilled than employees, resistant to new ideas, far out of touch with new industry trends.  Performance management system. The performance management system promotes information hoarding and discourages teamwork, as helping others could lower one's ranking and jeopardize their position.""",['Global Sentiment'],['Neutral'],[0.8872509598731995],"[array([0.08922059, 0.88725096, 0.02352849], dtype=float32)]",['-100'],[''],1.0475184917449951,Neutral
Good Company to work with having nice benefits and a nice culture with challenging opportunity to learn new things Nothing observed so far while working,['Global Sentiment'],['Positive'],[0.9446178674697876],"[array([0.00664786, 0.0487343 , 0.94461787], dtype=float32)]",['-100'],[''],1.0475579500198364,Positive
Good environment and work life balance Some people at higher organisation playing politics,['Global Sentiment'],['Neutral'],[0.5699411034584045],"[array([0.00505183, 0.5699411 , 0.42500708], dtype=float32)]",['-100'],[''],1.0476315021514893,Neutral
"""Lots of activities /health care/cafeteria Micron used to be a good company many years ago even though memory industry is cyclical.The way getting worse is the culture since new management joined.people here work not to solve the problem.They are doing politics that push back the responsibilities,or acts like a HARDWORKING employee without any efficiency.High level management act without transparency,fight for only getting noticed or just talk on the paper.No work and life balance here and and disrespectful.You will get pinned even you are on PTO or during off work time without emergency.Specific nationality employees are preferred.""",['Global Sentiment'],['Neutral'],[0.8034213185310364],"[array([0.16532941, 0.8034213 , 0.03124925], dtype=float32)]",['-100'],[''],1.0475788116455078,Neutral
"""Starting pay for freshers is higher Culture wise a bit better than other companies Multiple Team bonding events with a lot of racism, discrimination involved though Bad management, micro managing of people, no much freedom in making decisions No bonus, no OT, little pay rise Long working hours especially for process owners, managers expect to complete the task with no OT Feels management looting employees hardwork by not giving ot and expects to finish tasks Forgot about work life balance as soon as you join micron as a process owner""",['Global Sentiment'],['Neutral'],[0.4691120982170105],"[array([0.46763727, 0.4691121 , 0.06325067], dtype=float32)]",['-100'],[''],1.047477126121521,Neutral
Good pay and commission structure Conservative organization tough for anyone not white,['Global Sentiment'],['Positive'],[0.8849954605102539],"[array([0.00702619, 0.10797842, 0.88499546], dtype=float32)]",['-100'],[''],1.0475971698760986,Positive
"""Work life balance. Learning scope. Good Salary for freshers. None, No major issues as of now.""",['Global Sentiment'],['Neutral'],[0.887422502040863],"[array([0.0038529 , 0.8874225 , 0.10872455], dtype=float32)]",['-100'],[''],1.0476865768432617,Neutral
Great benefit Good team collaboration Understanding supervisor Long and sudden meetings May need to work after working hours,['Global Sentiment'],['Positive'],[0.9865220189094543],"[array([0.0010301 , 0.01244783, 0.986522  ], dtype=float32)]",['-100'],[''],1.0476700067520142,Positive
"""People, time off, benefits, pay, advancements, paid schooling In 15 years survived about 8 layoffs. The last one got me. The fear of layoffs was the one and only con that I feel legit to put on here.""",['Global Sentiment'],['Neutral'],[0.9731239676475525],"[array([0.01500053, 0.97312397, 0.01187553], dtype=float32)]",['-100'],[''],1.0476515293121338,Neutral
"""Good benefits, esp for non-shift employees Shift employees are quite 'unrelated' to office hour employees""",['Global Sentiment'],['Neutral'],[0.897740364074707],"[array([0.02634055, 0.89774036, 0.07591911], dtype=float32)]",['-100'],[''],1.047666311264038,Neutral
Not really any but sometimes we can get good colleagues to work with Poor management and no respect to internal staff,['Global Sentiment'],['Neutral'],[0.83601975440979],"[array([0.12763704, 0.83601975, 0.03634319], dtype=float32)]",['-100'],[''],1.0475717782974243,Neutral
Pay is competitive in micron Stressful and tight deadline to work in a fast pace company,['Global Sentiment'],['Neutral'],[0.872100293636322],"[array([0.00744955, 0.8721003 , 0.12045016], dtype=float32)]",['-100'],[''],1.0476524829864502,Neutral
Ot pay is good and shift allowance as well and good working culture and team Hard to get promoted even how good you are. Learning opportunities are low once you mastered your job,['Global Sentiment'],['Positive'],[0.9884053468704224],"[array([0.00324862, 0.00834599, 0.98840535], dtype=float32)]",['-100'],[''],1.0475351810455322,Positive
"""Good compensation, good benefits, fulfilling technical work cyclical memory market patterns can create periodic layoffs, work-life balance not the best""",['Global Sentiment'],['Neutral'],[0.915399968624115],"[array([0.00953199, 0.91539997, 0.07506804], dtype=float32)]",['-100'],[''],1.0476460456848145,Neutral
Good pay and benefits Jobs are interesting and challenging Non management people are good to work with Management is horrid they don't know leadership. Limiting remote work even when the job forces you to work outside of your hired working hours. Working early morning and late is an expectation you won't realize until the end of year one and you will be burned out by year 3. They don't want to put anything in writing.,['Global Sentiment'],['Positive'],[0.6686919331550598],"[array([0.09460627, 0.23670179, 0.66869193], dtype=float32)]",['-100'],[''],1.047513484954834,Positive
Great company to work for in treasure valley Pays lower than comparable competition,['Global Sentiment'],['Positive'],[0.9705050587654114],"[array([0.00140863, 0.02808623, 0.97050506], dtype=float32)]",['-100'],[''],1.0475971698760986,Positive
It is good company to gain experience Work life balance if difficult to manage,['Global Sentiment'],['Positive'],[0.7247385382652283],"[array([0.00448641, 0.27077502, 0.72473854], dtype=float32)]",['-100'],[''],1.047523856163025,Positive
Good company with a nice teams Sometimes there is a lack of budget,['Global Sentiment'],['Positive'],[0.833186686038971],"[array([0.00498542, 0.16182782, 0.8331867 ], dtype=float32)]",['-100'],[''],1.0476109981536865,Positive
"""Multi-cultural environment, Work Life Balance. Some Management dont really care about their men.""",['Global Sentiment'],['Neutral'],[0.972279965877533],"[array([0.0157623 , 0.97227997, 0.01195779], dtype=float32)]",['-100'],[''],1.0476698875427246,Neutral
Meet and interact with people from diverse backgrounds Gym facility Canteen Long working hours Shift work required,['Global Sentiment'],['Neutral'],[0.9533562064170837],"[array([0.00191284, 0.9533562 , 0.04473098], dtype=float32)]",['-100'],[''],1.0476022958755493,Neutral
benefits salary growth food holidays politics timely payment no trips work load,['Global Sentiment'],['Neutral'],[0.8460820913314819],"[array([0.00500304, 0.8460821 , 0.14891489], dtype=float32)]",['-100'],[''],1.0476564168930054,Neutral
"""Learning opportunities are good, will have exposure to work with multiple cross functional teams across multiple geographical locations. Not good salary hikes and growth, biased decisions towards ratings.""",['Global Sentiment'],['Neutral'],[0.8707018494606018],"[array([0.00550739, 0.87070185, 0.12379078], dtype=float32)]",['-100'],[''],1.0477017164230347,Neutral
"""Well paid for fresh grad No wlb, expects to be working whenever triggered""",['Global Sentiment'],['Neutral'],[0.8629343509674072],"[array([0.00551923, 0.86293435, 0.13154647], dtype=float32)]",['-100'],[''],1.0475797653198242,Neutral
Good place to start after graduatute Work load is high and no training,['Global Sentiment'],['Positive'],[0.9424217343330383],"[array([0.03490643, 0.02267191, 0.94242173], dtype=float32)]",['-100'],[''],1.0476782321929932,Positive
"""Very good work environment and great organization culture, wonderful Employee benefits and assistance programs. Also, Organization provides very good compensation plans based on the skill set. Always they are future focused, actually this is not a concern, instead its great value addition to the company to stay align with the vision.""",['Global Sentiment'],['Positive'],[0.6707884669303894],"[array([0.00113317, 0.32807842, 0.67078847], dtype=float32)]",['-100'],[''],1.0475302934646606,Positive
Friendly colleagues and the team is quite inclusive Work-life balance is terrible with pushing deadlines. But no one will directly force you to work overtime,['Global Sentiment'],['Positive'],[0.6326236128807068],"[array([0.00746542, 0.359911  , 0.6326236 ], dtype=float32)]",['-100'],[''],1.0476117134094238,Positive
very good place to learn working hour can be long,['Global Sentiment'],['Positive'],[0.9740892052650452],"[array([0.0020078 , 0.02390298, 0.9740892 ], dtype=float32)]",['-100'],[''],1.047605037689209,Positive
Work life balance People Engaging environment This is more than five words Staffing Slow compensation adjustment Upward movement This is more than five words,['Global Sentiment'],['Neutral'],[0.8588440418243408],"[array([0.00417217, 0.85884404, 0.13698375], dtype=float32)]",['-100'],[''],1.0476516485214233,Neutral
It's going to grow very larger in coming years because of AI  If you are into semi conductor side you can blindly trust and join Politics is everywhere within and around the team Sweet speakers may earn more than hard workers,['Global Sentiment'],['Neutral'],[0.6884138584136963],"[array([0.00774672, 0.68841386, 0.30383945], dtype=float32)]",['-100'],[''],1.0475029945373535,Neutral
High paid among semiconductor companies No more OT pay Long hours if work cannot finish on time,['Global Sentiment'],['Negative'],[0.8130605816841125],"[array([0.8130606 , 0.12873743, 0.05820194], dtype=float32)]",['-100'],[''],1.047619104385376,Negative
"""Starting pay is relatively high. There's inclusivity. Plenty of opportunity for learning and growing. Pretty excited to come and work as a junior engineer knowing you've got new stuffs to learn everyday. People are generally nice, and eager to help. Good work and life balance. Yearly increment and bonus payout is a little bit on the low side.""",['Global Sentiment'],['Neutral'],[0.736007571220398],"[array([0.0276448 , 0.7360076 , 0.23634766], dtype=float32)]",['-100'],[''],1.0476614236831665,Neutral
"""Big brand, nice work ethics and culture Not enough pay and growth""",['Global Sentiment'],['Neutral'],[0.919818103313446],"[array([0.0412768 , 0.9198181 , 0.03890505], dtype=float32)]",['-100'],[''],1.0476475954055786,Neutral
"""Ample opportunities for lateral movement to increase self-value Due to extremely volatile business market, employment can be volatile. Geo-political concerns and cultural differences can add to volatility and complex work environment.""",['Global Sentiment'],['Neutral'],[0.9676105976104736],"[array([0.00524545, 0.9676106 , 0.02714392], dtype=float32)]",['-100'],[''],1.0476642847061157,Neutral
"""Good software design structure, Good chance for NCG to learn the software development flow Work tightly with production line, so require to on-call frequently""",['Global Sentiment'],['Positive'],[0.722876787185669],"[array([0.00214273, 0.27498052, 0.7228768 ], dtype=float32)]",['-100'],[''],1.047644019126892,Positive
good workplace safety top friendly politics  food no good bad for public transport access,['Global Sentiment'],['Positive'],[0.9492980241775513],"[array([0.02187632, 0.02882561, 0.949298  ], dtype=float32)]",['-100'],[''],1.0476210117340088,Positive
Good welfare Limited working politic WLB Company direction changes fast Work smart culture,['Global Sentiment'],['Neutral'],[0.732422411441803],"[array([0.0044471 , 0.7324224 , 0.26313055], dtype=float32)]",['-100'],[''],1.0475776195526123,Neutral
"""you can push yourself more here. face paced company, if you cannot catch up, better forget it bonus payment are okay but other additional bonus depends on company’s profit.  have lots of event for every festive. some managers/bosses very supportive.  really good for fresh grad. they have program focused for fresh grads anywhere you work, connection/cable is important. if you dun have the cable/connection or coming from big-big background family, please expect different treatment. not recommend if u have unsolve trauma/ bad mental health if possible please avoid - - - - - - - - department.""",['Global Sentiment'],['Neutral'],[0.9427226185798645],"[array([0.01481942, 0.9427226 , 0.04245792], dtype=float32)]",['-100'],[''],1.04774010181427,Neutral
"""Good salary, good environment, nice bonus Lot preassure and need to work after working time because need to collaborate with other team in global.""",['Global Sentiment'],['Neutral'],[0.879855215549469],"[array([0.00308589, 0.8798552 , 0.11705891], dtype=float32)]",['-100'],[''],1.0476465225219727,Neutral
friendly work environment and nice coworkers Expected a higher salary working in tech,['Global Sentiment'],['Positive'],[0.7684049010276794],"[array([0.00424577, 0.2273493 , 0.7684049 ], dtype=float32)]",['-100'],[''],1.0476657152175903,Positive
work life balance is good Pay is not compared to industry standards,['Global Sentiment'],['Positive'],[0.651650607585907],"[array([0.00523854, 0.34311092, 0.6516506 ], dtype=float32)]",['-100'],[''],1.0475822687149048,Positive
"""Great work environment - respect for employees Tops-down management style, not very open to empowering employees.""",['Global Sentiment'],['Neutral'],[0.6297269463539124],"[array([0.01422313, 0.62972695, 0.35604987], dtype=float32)]",['-100'],[''],1.047674536705017,Neutral
Good money for a long stay Workload and too high expectations,['Global Sentiment'],['Positive'],[0.715915858745575],"[array([0.11608282, 0.1680014 , 0.71591586], dtype=float32)]",['-100'],[''],1.0476189851760864,Positive
"""Great learning environment, with plenty of support available. Starting salary for diploma holders is very low.""",['Global Sentiment'],['Neutral'],[0.5964548587799072],"[array([0.00281961, 0.59645486, 0.40072554], dtype=float32)]",['-100'],[''],1.0476884841918945,Neutral
Room to advanced flexible work schedule Large organization can be hard to navigate,['Global Sentiment'],['Neutral'],[0.9202236533164978],"[array([0.00315236, 0.92022365, 0.07662399], dtype=float32)]",['-100'],[''],1.047607183456421,Neutral
"""Over 10 years at SAP and I have found my colleagues to be incredibly smart and dedicated. The work is fascinating. Up until this year, I would have also (and have) said top leadership generally strives to take care of its employees as much as it can though that is no longer the case, sadly. The executive leadership has completely disconnected itself from the reality of the post-COVID workspace. They lost all compassion for employees and now follow their own desires and feelings of how work """"should be"""" rather than considering actual data when it comes to making decisions that affect the lives of their employees and their work productivity. They have abandoned SAP's sustainability goals. They have abandoned SAP's D&I goals.""",['Global Sentiment'],['Positive'],[0.5418119430541992],"[array([0.02359845, 0.43458956, 0.54181194], dtype=float32)]",['-100'],[''],1.0476921796798706,Positive
"""I've loved SAP for the last 15 years. They typically do a great job with DEI, purpose, health and wellness, etc. The SAP Executive Board betrayed its 100,000+ employees on January 9th, 2024, at 12:02 Pacific Time. We received a notification that employees must work in the office three days per week even though we have been a remote culture for at least 15 years.   Most employees at SAP joined, at least in part, because we had a remote culture. For many years, our LOBs actively supported remote work. We've never discriminated against WFH employees. We had a remote work culture before COVID, and it was critical to the ease with which we navigated the pandemic. Nobody expected the executive board to betray our culture and people like this.  Realistically, I suspect this is all an attempt for SAP to avoid laying people off two years in a row. If they institute a 3-day-in-office policy, they darn well know that a significant percentage of its population will quit. What a shame. I'll probably be amongst them if this policy goes into effect for real in May.  Workday and Oracle Recruiters, get ready! You'll have your pick of the litter as soon as this policy goes into effect. Many of us will probably jump sooner.  SAP, prepare for the brain drain. What a shame. I loved this company.""",['Global Sentiment'],['Positive'],[0.8394445776939392],"[array([0.14834568, 0.01220984, 0.8394446 ], dtype=float32)]",['-100'],[''],1.0477808713912964,Positive
"""- people are amazing and helpful, share knowledge freely and are and supportive - work changes every year, new priorities, new projects - most managers support “side quests” as long as they relate to your FT job, e.g., learning a new skill, participating in a short term project in an area of interest - opportunity to work with people from all over the world - if you’re in the first 10 years of your career there is tremendous opportunity to move into different types of roles - when layoffs happen (inevitable in tech) they’re very supportive to affected people and include transition assistance - re-orgs every year - if you love your role it could change even if you don’t want it to - if you’re over 50 and a senior expert (i.e., high salary), you will feel like you’ve got a target on your back every time there’s a re-org.""",['Global Sentiment'],['Positive'],[0.9692329168319702],"[array([5.3485652e-04, 3.0232275e-02, 9.6923292e-01], dtype=float32)]",['-100'],[''],1.0477261543273926,Positive
The US benefits and 401k were fairly strong The culture used to be great. Then they hired an influx of Oracle individuals and promoted more old white men who should retire. - backend systems and deal desk is overseas and incredibly slow - think 3 weeks for contracts. - there is no CRM or knowledge of accounts - it’s excel. - there is no strategy regarding territory assignments - they have eliminated spiffs and accelerators - the culture has gone from okay to terrible - customers are being bludgeoned to select RISE erp even when not a fit and the company has truly only released only smoke and mirrors innovation since 2020.,['Global Sentiment'],['Neutral'],[0.6814262270927429],"[array([0.08157848, 0.6814262 , 0.2369953 ], dtype=float32)]",['-100'],[''],1.0477453470230103,Neutral
"""Working at SAP offers numerous advantages, including its global presence, commitment to innovation and technology, and a diverse and inclusive workforce. Employees benefit from career development opportunities, comprehensive benefits, and a strong emphasis on work-life balance. SAP's corporate social responsibility initiatives contribute to a positive impact on communities and the environment. The company fosters an inclusive culture that values the contributions of all employees and promotes collaboration. SAP's recognition and rewards programs, continuous learning culture, and innovative workspaces further contribute to a positive and fulfilling work environment. Cons of SAP may include complexity in implementation, high costs for small businesses, potential for system customizations, a steep learning curve, and occasional challenges in customer support responsiveness.""",['Global Sentiment'],['Positive'],[0.9800670146942139],"[array([9.754042e-04, 1.895753e-02, 9.800670e-01], dtype=float32)]",['-100'],[''],1.0476105213165283,Positive
Opportunity to work on new products Work life balance due to reorg,['Global Sentiment'],['Neutral'],[0.8829747438430786],"[array([0.00345771, 0.88297474, 0.11356755], dtype=float32)]",['-100'],[''],1.0476350784301758,Neutral
Company is having loads of good technical work. Good learning opportunity. Good flexibility. Nothing I can think of as of now.,['Global Sentiment'],['Positive'],[0.9479435086250305],"[array([0.00299768, 0.04905882, 0.9479435 ], dtype=float32)]",['-100'],[''],1.0476888418197632,Positive
"""Global company, pay well, great calture, European flavour Not high growth company. no ipo.""",['Global Sentiment'],['Neutral'],[0.9408348798751831],"[array([0.04265199, 0.9408349 , 0.0165131 ], dtype=float32)]",['-100'],[''],1.047655701637268,Neutral
"""They care for the employee wellness overall, development and growth The organization has an opportunity to consolidate as one whole organization. Their multiple investments sometimes behave as a separate org.""",['Global Sentiment'],['Neutral'],[0.8463743925094604],"[array([0.00424839, 0.8463744 , 0.1493772 ], dtype=float32)]",['-100'],[''],1.0477595329284668,Neutral
"""A lot of good people Lots of product to sell Benefits are top notch Good cultures in pockets of company Weak sales culture. A lot of back stabbing people who can’t be trusted. There are a lot of older men who need to retire from SAP sales. There are a lot of employees who are sick or die, from either cancer or stress leave. Lots of drama. Unprofessional behavior from sales leadership. The systems are extremely difficult to work with, mostly excel. Contracts and Deal Desk are outsourced to South America and Europe, which causes unnecessary stress and long hours for the US sales team. Check the Bloomberg articles about two Sales women at SAP reported being raped. And Senior woman were bullied out of their roles.""",['Global Sentiment'],['Negative'],[0.4790422320365906],"[array([0.47904223, 0.0798158 , 0.44114208], dtype=float32)]",['-100'],[''],1.0475696325302124,Negative
"""The company is trying to do a great job with it's ransformation. But they are CONSTANTLY transforming to the point of """"change fatigue""""""",['Global Sentiment'],['Neutral'],[0.9481937885284424],"[array([0.00644875, 0.9481938 , 0.0453575 ], dtype=float32)]",['-100'],[''],1.047568678855896,Neutral
"""My colleagues and managers. Most SAP employees are incredibly knowledgeable, friendly, and fun to be around. Worklife balance historically has also been pretty good. Although I fear that with recent changes, the culture will change for the worse. Recently released a sweeping mandate requiring ALL employees globally to be in-office 3 days per week. Will be implementing a stricter performance review policy, and they effectively eliminated our employee appreciation tool. Feels like the company is regressing to an """"old-school"""" culture, as they are doing away with everything that made SAP a great place to work. The historically very positive culture is deteriorating fast, and morale is low.""",['Global Sentiment'],['Positive'],[0.7502396702766418],"[array([0.02275367, 0.2270067 , 0.7502397 ], dtype=float32)]",['-100'],[''],1.0476776361465454,Positive
"""Large company with a significant amount of internal support for the sales org. The benefits are very good in my opinion as well. Sr leadership has a decent vision of where the company is going and needs to get to. SAP hods a high amount of dominance in the ERP space globally. The partner network int he US and globally is very strong as well with a lot of options and niches available to the diverse portfolio of companies who use SAP products. Sales mgmt needs a complete overhaul. It's still very much a """"boys club"""" with an extreme amount of corporate politics. The goals are unrealistic, yet the company still shows it's making their number. This is due to the company placing a higher quota on the sales org than the companies anticipated financial performance. There is a significant gap in the """"haves and have nots"""" amongst sakes reps.  Not all territories are created equal by a long shot. It takes a long time to build up a pipeline and close deals. If you are not making your number or very close to it within a year, you WILL be managed out, even if you're on the uptick. Managers will remove s significant number of reps on their team and the company will not even consider looking at the leadership qualities / styles of its sales management. Lastly, the training is lacking. The expectation is what I would call, trial by fire. In my first",['Global Sentiment'],['Positive'],[0.9890762567520142],"[array([0.00519576, 0.0057279 , 0.98907626], dtype=float32)]",['-100'],[''],1.0473570823669434,Positive
"""have work and life balance not much career opportunity. Pay grade will depend on your task, not your capability.""",['Global Sentiment'],['Neutral'],[0.8736795783042908],"[array([0.11935122, 0.8736796 , 0.00696923], dtype=float32)]",['-100'],[''],1.0476433038711548,Neutral
SAP Is the retirement company Professional Growth is not that much great,['Global Sentiment'],['Neutral'],[0.9412436485290527],"[array([0.04381217, 0.94124365, 0.01494414], dtype=float32)]",['-100'],[''],1.0476391315460205,Neutral
Good benefits flexible and hybrid work options Lots of room to grow Continuous reorganization and changing leadership,['Global Sentiment'],['Positive'],[0.9124720096588135],"[array([0.00187743, 0.08565054, 0.912472  ], dtype=float32)]",['-100'],[''],1.0476230382919312,Positive
"""Amazing colleagues and if you’re in the right team, it’s a great opportunity to grow and learn. Management is horrible. Very “straight white male” so if you’re female, a minority, or anything other than straight, don’t even bother. You will be grossly underpaid in comparison to your colleagues and if you complain, you’ll be removed. And trust me, they’ll find some asinine reason to do so.""",['Global Sentiment'],['Positive'],[0.7702388167381287],"[array([0.00708434, 0.22267683, 0.7702388 ], dtype=float32)]",['-100'],[''],1.0477402210235596,Positive
Phenomenal team culture Wonderful Work Life Balance with Flex Work (Remote) Large company - lots of processes,['Global Sentiment'],['Positive'],[0.987239420413971],"[array([7.16399576e-04, 1.20442435e-02, 9.87239420e-01], dtype=float32)]",['-100'],[''],1.0475820302963257,Positive
"""High energy workplace, lots of great people to work with Can be a lot of travel at times""",['Global Sentiment'],['Neutral'],[0.787081241607666],"[array([0.00314234, 0.78708124, 0.20977636], dtype=float32)]",['-100'],[''],1.0476220846176147,Neutral
"""decent money, complex exciting sale cycles sap has little interest in sales people and no diversity""",['Global Sentiment'],['Neutral'],[0.8920959234237671],"[array([0.02313313, 0.8920959 , 0.08477099], dtype=float32)]",['-100'],[''],1.0475908517837524,Neutral
Managers have not only the people skills but also have great technical skills. Have great people who value each other. A little less compensation as compared to peers,['Global Sentiment'],['Positive'],[0.5004749894142151],"[array([0.00291081, 0.4966142 , 0.500475  ], dtype=float32)]",['-100'],[''],1.047627568244934,Positive
"""The best part about SAP is undoubtedly the people. I have met some of the kindest, smartest, most incredible people working at SAP. The biggest con of SAP is the executive board. For the past several years the board has been seemingly trying their hardest to destroy employee trust. During the pandemic they lied to all of us, promising that they were embracing a flexible work environment. Only to do a complete 180 and now requiring every employee globally to be in an office 3-days a week, regardless if you are 2 hours from an office and regardless of personal circumstance. I will no longer suggest SAP as a good place to work""",['Global Sentiment'],['Positive'],[0.8751967549324036],"[array([0.00548007, 0.11932306, 0.87519675], dtype=float32)]",['-100'],[''],1.047623872756958,Positive
Push to use new technologies and a lot of free range to implement best practices and use your own judgement. SAP is a bit restricted with pay raises.,['Global Sentiment'],['Neutral'],[0.7923234701156616],"[array([0.00376152, 0.79232347, 0.20391504], dtype=float32)]",['-100'],[''],1.0475820302963257,Neutral
It was great to work with people from all over the world. The company has good benefits and a wonderful inclusive policy. The amount of uncertainty with staff reductions around the world was worrisome. Too many times we spent effort in wondering if we would be the next ones to lose our job.,['Global Sentiment'],['Positive'],[0.9106019139289856],"[array([0.00390343, 0.08549461, 0.9106019 ], dtype=float32)]",['-100'],[''],1.0475314855575562,Positive
Good work culture Benefits Employee friendly policies Pointless return-to-office policy announced in 2024 Layoffs...again!,['Global Sentiment'],['Positive'],[0.8851098418235779],"[array([0.0022867 , 0.11260351, 0.88510984], dtype=float32)]",['-100'],[''],1.0476163625717163,Positive
"""Benefits are good, People are great Dispersed Teams, Time Zones can be challenging""",['Global Sentiment'],['Neutral'],[0.8788362741470337],"[array([0.00314116, 0.8788363 , 0.11802255], dtype=float32)]",['-100'],[''],1.0475777387619019,Neutral
"""Great culture, benefits and purpose It’s a big company and there’s a lot of change.""",['Global Sentiment'],['Neutral'],[0.8037751317024231],"[array([0.00300669, 0.80377513, 0.19321814], dtype=float32)]",['-100'],[''],1.0475505590438843,Neutral
"""Great Benefits Strong Company  Industry Leader Silo's Frequent Restructuring, need to scramble to find new positions""",['Global Sentiment'],['Neutral'],[0.8343997001647949],"[array([0.00370962, 0.8343997 , 0.16189073], dtype=float32)]",['-100'],[''],1.047629952430725,Neutral
"""The people. This company has some of the best people.  The culture was also wonderful but it seems to be changing. Leadership has decided to enact a sweeping RTO policy, even for those hired into remote positions before the pandemic.   Difficult to obtain fair pay raises as an internal employee, regardless of performance.   Unsupportive management""",['Global Sentiment'],['Neutral'],[0.5147135257720947],"[array([0.01020188, 0.5147135 , 0.4750846 ], dtype=float32)]",['-100'],[''],1.047585368156433,Neutral
Engaging Work Environment Career Development RTO ( Hybrid )  Layoffs,['Global Sentiment'],['Neutral'],[0.5404682755470276],"[array([0.00461345, 0.5404683 , 0.45491827], dtype=float32)]",['-100'],[''],1.0475971698760986,Neutral
Best work life balance. Best in class culture. This site is a remote location to headquarters.,['Global Sentiment'],['Positive'],[0.7969372868537903],"[array([0.00241702, 0.20064567, 0.7969373 ], dtype=float32)]",['-100'],[''],1.0475983619689941,Positive
"""Free lunch is a plus They betray and lie. And they smile while doing it. Just two years ago they sent an email stating how they’re going to allow us to work from home because it’s better blah blah blah. Well - lies. Now we’re going into the office for no reason. Our teams are scattered all over the world, so there’s zero benefit.  Also, managers don’t get held accountable. Mine threatened me and my family, yet he’s still there.""",['Global Sentiment'],['Negative'],[0.5234139561653137],"[array([0.52341396, 0.46895   , 0.00763598], dtype=float32)]",['-100'],[''],1.0476170778274536,Negative
SAP training opportunities in multiple disciplines Very large global corporation where you feel like a number,['Global Sentiment'],['Neutral'],[0.5532278418540955],"[array([0.00321456, 0.55322784, 0.44355762], dtype=float32)]",['-100'],[''],1.0475870370864868,Neutral
Great teammates and very good benefits Culture of overworking and some slight prejudices,['Global Sentiment'],['Positive'],[0.9664241671562195],"[array([0.00890665, 0.02466926, 0.96642417], dtype=float32)]",['-100'],[''],1.0476553440093994,Positive
"""Used to be great benefits, some still are, but some of the best are eroding away. Recent announcement retracting Pledge to Flex allowing employees to work from where they work best. Now mandating 3 days per week at the nearest office - even if you don't have anyone there on your team.""",['Global Sentiment'],['Neutral'],[0.9144666194915771],"[array([0.01888239, 0.9144666 , 0.06665096], dtype=float32)]",['-100'],[''],1.0477044582366943,Neutral
